TEAM,CONF,G,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,YEAR
Jacksonville,ASun,0.4,98.1,107.4,.2614,49.6,52.1,19.9,18.2,28.3,27.4,30.5,28.8,51,50.3,31.2,37,71,-14.1,2019
George_Washington,A10,0.2727272727272727,96.4,105.6,.2608,45.8,51.2,18.2,17.1,23.4,28.5,32.6,30.2,45.3,49.8,31.1,35.6,67.3,-15.6,2019
Portland_St_,BSky,0.5517241379310345,102.3,112.1,.2586,46.9,53.7,19.4,18.8,38.7,28.5,37.3,43.3,48.3,54.6,29.8,34.8,69,-11.8,2019
Western_Carolina,SC,0.22580645161290322,100.9,110.7,.2560,53.6,55.3,25.1,14.7,28.4,25.7,34.8,39.7,52.3,57.8,36.8,34.1,69.6,-16.3,2019
Towson,CAA,0.3225806451612903,100.8,110.6,.2552,47.9,52.1,18.8,15.2,35.2,27.3,28.1,33,47.6,50.8,32.6,35.7,63.3,-16.7,2019
Sacramento_St_,BSky,0.5357142857142857,97.0,106.6,.2537,48.7,52.6,19.1,21.4,28.2,27.1,33.5,36.8,48.3,50.8,33.1,37,67.5,-12.3,2019
James_Madison,CAA,0.45161290322580644,101.1,111.1,.2533,50.2,52.9,18.8,16.4,30.1,29.4,33.4,34,47.5,52.6,36.6,35.7,64.9,-13.9,2019
North_Carolina_Central,MEAC,0.5806451612903226,99.2,109.1,.2513,49.9,49.9,22.7,17.5,34.8,26.9,33.5,31.4,51.3,50.9,31.5,32,64.9,-10.8,2019
Western_Illinois,Sum,0.3448275862068966,98.0,107.8,.2502,49.8,52.2,16.3,14.5,22.6,25.5,23.2,28.1,45.9,48.4,38.2,38.9,67.2,-15.8,2019
Monmouth,MAAC,0.4,93.8,103.2,.2500,45.8,51.1,20.6,21.2,29.3,28.5,40.3,43.2,46.4,48.4,29.7,35.8,67.4,-15.1,2019
UMass_Lowell,AE,0.5,102.9,113.6,.2427,53.7,52,19.6,17.9,27,29.8,34.1,32.6,55.1,54.7,34.3,31.6,70.1,-12.7,2019
Texas_A_M_Corpus_Chris,Slnd,0.5,95.0,105.0,.2417,47.9,48.6,22.3,20.1,31.1,27.5,29.8,41.7,47.6,46.1,32.3,34.9,64.8,-13.5,2019
Elon,CAA,0.36666666666666664,100.3,110.9,.2383,52,53.6,18.4,15.2,22.4,28.3,24.3,29.4,52.2,51.5,34.6,37.8,68,-16,2019
VMI,SC,0.3793103448275862,102.3,113.3,.2347,50.1,56.9,16.5,16.9,21.7,27.6,29.2,32,47.6,56.8,35.4,38.1,71.6,-12.9,2019
Eastern_Illinois,OVC,0.45161290322580644,100.4,111.6,.2289,49.6,53.6,18.8,18.4,29.2,30.5,28.7,33.1,46.7,50.3,36.2,39,66.8,-11.9,2019
North_Alabama,ASun,0.3448275862068966,95.1,105.8,.2278,44.5,52.6,19.3,17.2,27.3,25.1,30.8,38,44.4,52.6,29.7,35.1,68.3,-14.5,2019
North_Carolina_A_T,MEAC,0.6333333333333333,96.4,107.6,.2205,51.1,48.8,19.4,20.7,27.1,34.7,31.1,32,51,49.5,34.1,31.7,65.8,-8.3,2019
Tennessee_St_,OVC,0.32142857142857145,98.4,110.0,.2175,49.1,54.3,22.7,20.3,28.7,28.4,36.2,54,49.3,52.6,32.6,38.4,69.5,-14.2,2019
Nicholls_St_,Slnd,0.5185185185185185,99.4,111.2,.2165,50.1,51,17.2,18.1,23.5,33.6,21.9,36,45.4,53.5,37,30.7,68.7,-12.5,2019
Howard,MEAC,0.5483870967741935,102.7,114.9,.2159,48.5,51.8,16.8,19.8,29.2,33.4,33.8,37.8,45.5,50.8,36.8,35.5,71,-12.7,2019
Lafayette,Pat,0.3448275862068966,101.6,113.7,.2154,52.6,54.7,18.7,15.3,22.2,26.7,24.5,31.2,49.2,52.9,38.3,38.6,68.7,-15.4,2019
Central_Arkansas,Slnd,0.4666666666666667,99.7,111.6,.2149,49.1,51.9,19.7,18,24.5,30.9,34.2,34.3,46.3,51.2,35.3,35.3,70.5,-13.2,2019
Bethune_Cookman,MEAC,0.4827586206896552,94.2,105.7,.2102,48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,48.3,48.7,32.4,30.9,71.8,-13.1,2019
UTEP,CUSA,0.2962962962962963,89.9,101.0,.2090,45.7,49.4,22.8,19,26.7,26.7,34.7,32.9,44.3,46.6,32,36.2,67.8,-15.3,2019
Northern_Arizona,BSky,0.3225806451612903,100.5,113.0,.2076,50.3,55,17,16.6,25.8,26.5,33.8,29.7,49.2,55.9,34.6,35.8,68.4,-16.4,2019
Niagara,MAAC,0.40625,102.4,115.5,.1995,49.2,53.4,17.3,16.2,27.1,26.2,33.3,25.3,46.1,51.3,35.9,38,69.6,-15.3,2019
Wyoming,MWC,0.25806451612903225,95.3,107.6,.1980,49.1,51.7,19.9,17.4,15.9,28.8,39.1,34.4,47.1,51.6,34.5,34.6,68.4,-17.4,2019
Idaho_St_,BSky,0.39285714285714285,103.9,117.5,.1961,52,56.1,17.6,15,25.8,29.8,28.8,30.6,50.4,54.2,36.2,39.6,66.8,-14.1,2019
Denver,Sum,0.27586206896551724,99.4,112.4,.1955,50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,47.8,51.7,36.2,41.8,67.3,-15.8,2019
Saint_Peter_s,MAAC,0.3125,95.1,107.8,.1928,48.7,51.2,23.3,18.7,29.9,27.8,34.8,38.5,48.8,46.7,32.5,38.6,63.4,-16.9,2019
Charlotte,CUSA,0.27586206896551724,95.7,108.5,.1899,48.1,51.3,22,17.9,22.3,26.4,36.3,32.6,49.2,49.9,31.1,35.5,64.4,-15.2,2019
Southeast_Missouri_St_,OVC,0.3448275862068966,97.6,111.3,.1806,50.4,52.7,20.2,17.4,25.6,28.3,29.1,33.5,47.4,55.7,36.6,32.3,67.7,-15.2,2019
Wagner,NEC,0.4642857142857143,94.0,107.3,.1790,44,51.1,20.8,19.8,33.4,28.9,33.8,46.5,43.1,49.9,30.1,35.2,63.6,-13.3,2019
Mount_St__Mary_s,NEC,0.3103448275862069,95.8,109.6,.1752,47.9,52.1,19,17.8,25.1,31.5,33.9,34.8,48.7,51.1,31.2,35.8,67.2,-16.7,2019
Florida_A_M,MEAC,0.41379310344827586,89.3,102.3,.1741,49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,46.9,50.4,36.4,30.2,64.8,-13.9,2019
Stephen_F__Austin,Slnd,0.5384615384615384,95.6,109.7,.1706,48.4,52.6,20.5,21.5,29.1,32.9,36.2,36.1,47.6,49.9,33.3,37.4,68.5,-11.8,2019
Jackson_St_,SWAC,0.43333333333333335,91.2,104.9,.1669,44.6,49.2,20.4,20.7,28.7,27,34.3,44,45.9,46.8,27.9,35.5,65.5,-14.3,2019
UC_Riverside,BW,0.3333333333333333,98.0,112.8,.1651,51.2,54.4,20.3,16,25.1,26.5,22.7,33.4,47.2,53.7,38,37.2,63.3,-18,2019
Portland,WCC,0.23333333333333334,94.7,109.1,.1632,47.3,51.8,19.9,16.3,20.3,30.1,39,34.6,45.8,49.2,32.9,37.1,67,-17.7,2019
Bryant,NEC,0.3333333333333333,99.6,115.4,.1567,49,54.9,18.4,18.6,26.6,30.2,36.8,35.4,49.2,52.8,32.5,38.8,67.7,-16.1,2019
Manhattan,MAAC,0.34375,90.4,104.6,.1565,47.4,51,24.1,23.5,30.6,30.3,33.3,45.6,45.6,48.6,33.2,36.1,61.8,-17.1,2019
Binghamton,AE,0.3225806451612903,97.1,113.2,.1462,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49,33.9,38.4,65.7,-17.2,2019
Central_Connecticut,NEC,0.3793103448275862,96.3,112.4,.1434,47,53,19.8,18.1,29.6,29.9,34.1,37.2,45.8,51.5,32.8,36.6,69,-15.1,2019
SIU_Edwardsville,OVC,0.3448275862068966,96.8,113.1,.1432,46.8,56.6,18.7,18.9,28.5,28.5,34.6,39.3,47.6,56.8,30.3,37.5,69.3,-16.1,2019
Stetson,ASun,0.2413793103448276,97.1,113.6,.1408,45.5,54.5,17.5,18,27.9,32,25,33,45,54.2,31,36.6,69.2,-17.6,2019
Arkansas_Pine_Bluff,SWAC,0.41935483870967744,95.3,111.6,.1391,48.4,51.6,22.1,19.7,29.1,30.7,42.4,45,47,50.8,34,35.5,65.6,-13.8,2019
Tennessee_Tech,OVC,0.27586206896551724,89.5,105.0,.1378,46.1,51.1,22.8,19.2,27.9,32.9,36.3,33.2,43.9,51.1,33.6,34.1,68.1,-16.2,2019
McNeese_St_,Slnd,0.3333333333333333,97.5,114.5,.1356,49.8,54.2,21.3,17.7,29.7,31.9,38.8,29.3,51.3,53.8,31,36.5,66,-17.2,2019
Southern,SWAC,0.22580645161290322,94.0,110.9,.1305,48.9,54.9,23.2,22.2,30.2,32.9,34.6,50.5,48.8,54.8,32.6,36.7,66,-19,2019
Cal_Poly,BW,0.2222222222222222,98.2,115.9,.1296,47.2,52.6,17,15.6,26.1,31.4,25.8,38.1,46.6,51.5,32,36.5,66,-18.4,2019
Alabama_St_,SWAC,0.41379310344827586,94.8,112.5,.1219,46.1,53,21,21.2,31.6,32.4,37.4,36.9,44.7,53.6,32.1,34.7,67,-13.5,2019
Maine,AE,0.16129032258064516,94.1,111.8,.1212,48.6,55.3,22.2,19.1,25.9,27.2,25.6,38.6,49.9,52.7,31,38.7,63.8,-20.6,2019
Kennesaw_St_,ASun,0.2,92.2,109.9,.1169,40.9,53.7,19,17.1,29.2,30.8,30.1,27.7,39.1,53.7,31.4,35.9,68.1,-18.4,2019
USC_Upstate,BSth,0.20689655172413793,93.7,112.3,.1109,47.4,53.1,19.9,18.2,24.7,31.3,25.3,39,46.8,54,32.1,34.3,68,-20.6,2019
South_Carolina_St_,MEAC,0.25,98.4,118.6,.1045,47.2,56.4,20.8,20.4,31.6,30.2,39.7,40,46.5,57.1,32.4,36.9,66.8,-20,2019
Morgan_St_,MEAC,0.32142857142857145,93.0,112.2,.1031,43.7,53.4,17.9,23.9,31.8,35.2,34.3,39.9,41.5,52.4,33.1,36.7,72.1,-17.2,2019
San_Jose_St_,MWC,0.13333333333333333,93.8,113.6,.0996,46,56.1,21.9,15.4,27.4,28.7,34.8,26.9,44.1,56.3,33,37.3,69.5,-20.1,2019
Incarnate_Word,Slnd,0.2222222222222222,98.3,120.0,.0913,51.9,59.3,24.1,19.7,23.1,32.7,34.8,39.1,51.4,61.2,35.1,37.6,64.9,-20.1,2019
Northwestern_St_,Slnd,0.39285714285714285,90.1,110.3,.0890,44.7,51.2,22.7,19.5,28.9,34.7,33.6,36.5,46.2,48.1,28,37.5,68.4,-14.7,2019
Savannah_St_,MEAC,0.36666666666666664,95.7,117.9,.0835,48,53.8,19.9,19.3,28,34.6,25.2,33.3,53.7,53.5,29.2,36.1,76.2,-14.9,2019
Coppin_St_,MEAC,0.24242424242424243,88.6,110.0,.0769,45.5,50.2,23.3,16.7,26,28.9,37.7,33.6,47.7,47.1,28.6,36.5,70.2,-18,2019
UNC_Asheville,BSth,0.14285714285714285,94.1,117.0,.0759,46.2,55.7,23.5,18.2,27.7,37.1,26.3,33.7,45.2,56.7,31.7,36.2,62.5,-20.6,2019
Idaho,BSky,0.1724137931034483,95.7,119.0,.0756,50.3,53.7,20,13.3,24.2,32,28.2,33.1,46.5,55.4,37.6,34.3,65,-23.2,2019
Alabama_A_M,SWAC,0.15625,88.3,110.1,.0734,45.8,53.7,22.3,21,28,32.1,25.1,38.8,45,54.1,31.6,35.3,65.6,-22.4,2019
Mississippi_Valley_St_,SWAC,0.1935483870967742,91.0,114.0,.0698,41.9,54.1,18.5,17.5,28.4,31.7,33.7,32,40.1,51.4,31,39.1,69.1,-20,2019
Alcorn_St_,SWAC,0.37037037037037035,90.2,113.4,.0669,45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,45,55.3,31.3,32.1,65.6,-16.5,2019
New_Hampshire,AE,0.18518518518518517,84.8,107.0,.0649,44,51.5,18.4,16.9,21.5,24.7,21.9,38,39.4,52.1,32.6,33.6,65.6,-20,2019
Chicago_St_,WAC,0.1,89.6,118.3,.0393,44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,43.5,57.9,30.7,38.5,70.4,-20.6,2019
Delaware_St_,MEAC,0.20689655172413793,85.4,113.0,.0384,40,52.4,19,18.9,27.8,31.6,25.5,39.2,37.7,52.6,29,34.7,70.1,-21.5,2019
Maryland_Eastern_Shore,MEAC,0.23333333333333334,86.8,115.2,.0371,43.5,54.4,20.7,19,22.8,31.7,28.3,36.6,44.5,53.2,27.9,37.3,63,-19.7,2019
Kansas,B12,0.9333333333333333,116.1,87.7,.9616,53.7,43.7,18.7,18.6,32.6,26.4,35.8,23.2,54.9,42.4,34.1,30.5,67.4,10.9,2020
Baylor,B12,0.8666666666666667,114.5,88.4,.9514,49.4,45.2,17.8,22.7,35.8,29.8,30.8,30.8,47.5,44.4,35.1,31.1,66.2,8.5,2020
Gonzaga,WCC,0.9393939393939394,121.3,94.3,.9473,57.5,47.6,15.3,18.4,33.6,22.7,38.8,21.8,57.4,47.4,38.6,32,72,7.7,2020
Dayton,A10,0.9354838709677419,119.5,93.4,.9445,59.7,46.6,18,18.8,26.4,26.6,33.9,30.9,62.3,45.1,37.1,33,67.5,6.8,2020
Michigan_St_,B10,0.7096774193548387,114.8,91.3,.9327,52.6,43.3,18.1,15.8,32.8,26,30.8,29.3,52.9,43.4,34.8,28.7,69.3,5.2,2020
Duke,ACC,0.8064516129032258,115.3,91.9,.9311,52.6,45.7,17.8,20.2,34.8,28,35.6,30.9,52.5,46,35.2,29.9,71.7,5.1,2020
Creighton,BE,0.8,120.6,96.4,.9289,55.2,48.4,15.9,17.6,23.9,30.2,28.8,23.4,53,48.9,38.7,31.8,68.3,6.1,2020
Ohio_St_,B10,0.6774193548387096,114.5,92.6,.9197,52.3,46.2,19.1,18.3,31.1,25.5,36.7,29.3,49.7,44.2,37.3,32.7,66.2,3.8,2020
San_Diego_St_,MWC,0.967741935483871,113.8,92.8,.9121,54.6,45.2,16.2,21.3,28.2,25.4,28.3,30.6,53,45.3,37.9,30.1,64.7,6.6,2020
Louisville,ACC,0.7741935483870968,115.1,94.0,.9120,52.5,45.1,18,17.4,32,25,32.2,29,50.1,45.1,37.6,30.1,66.9,4.3,2020
Villanova,BE,0.7741935483870968,114.0,93.7,.9047,52.6,48.2,16,16.9,25.7,24.5,26.9,23.6,51.5,47.9,35.9,32.5,66.2,6.8,2020
Arizona,P12,0.65625,110.9,91.2,.9041,50.7,45.3,16.7,20.6,30.7,25.9,36.7,35.2,49.6,44.4,35.2,31.2,69.3,0.8,2020
Houston,Amer,0.7419354838709677,112.0,92.2,.9040,48,43.9,17.8,18.2,38.7,25.3,32.9,41.6,46.6,44.5,33.7,28.6,65.7,2.7,2020
Michigan,B10,0.6129032258064516,113.0,93.1,.9026,52.8,46.9,15.3,16.1,25,25.5,26.7,26.4,54.1,46.3,33.9,32.3,68.6,2.8,2020
Penn_St_,B10,0.6774193548387096,111.4,91.9,.9020,49.5,46.4,15.8,18.6,29.2,27.6,31,31.8,50,45.2,32.5,32.5,70.9,3.4,2020
West_Virginia,B12,0.6774193548387096,107.4,88.6,.9014,46.5,44.6,20.7,22.4,40.1,27.6,40.5,37.1,48,45.4,28.6,28.8,69.3,3.4,2020
BYU,WCC,0.7741935483870968,115.9,96.0,.8972,58.1,49,15.5,18.2,20.6,24.1,23.4,27.9,54.8,50.8,41.9,30.3,69.4,2.7,2020
Oregon,P12,0.7741935483870968,117.5,97.4,.8966,54.3,47.3,17.5,19.8,32.7,31.1,28.9,29.5,51.4,46.2,39.6,32.6,65.2,4.8,2020
Wisconsin,B10,0.6774193548387096,110.9,92.0,.8951,50.3,46.4,15.4,16.9,24.1,25.9,26.9,25.3,48.3,44.9,35.2,33.1,63.5,4.2,2020
Florida_St_,ACC,0.8387096774193549,111.2,92.5,.8921,51.9,47,18.9,23.7,33.5,30.2,30.1,34.4,51.5,46.6,35.1,31.7,69.9,6.9,2020
Seton_Hall,BE,0.7,112.2,93.4,.8915,51.4,45.7,18.6,19.5,29.1,30.4,34.8,32.4,52.3,44.4,33.5,32,69.8,4.7,2020
Texas_Tech,B12,0.5806451612903226,109.9,91.7,.8892,51.8,46.3,19.7,23.1,27.9,29.2,34.5,35.4,50.9,46.2,35.6,31,67.2,-0.4,2020
Purdue,B10,0.5161290322580645,109.6,91.6,.8869,47.8,47.1,17.4,20.4,34.9,27.2,25.8,31.9,46.7,48.1,33,30.5,64.3,-0.5,2020
Butler,BE,0.7096774193548387,112.7,94.6,.8818,52.3,45.8,17.3,17.9,29.4,25.4,29.4,30.9,52.9,43.5,34.1,33,63.7,4.5,2020
Providence,BE,0.6129032258064516,109.3,91.8,.8813,47.3,47.4,19.3,21.4,33.7,28.4,35.9,37.4,45.9,47.9,33.2,31.1,68.6,0.3,2020
Maryland,B10,0.7741935483870968,112.7,94.7,.8800,48.6,46.1,16.7,17.3,31.5,26.6,37.7,24.2,50.1,44.5,31.1,32.5,67.1,6.9,2020
Minnesota,B10,0.4838709677419355,111.9,94.4,.8763,49.4,45.6,16.7,15.8,31.3,27.9,27.5,28,48.6,45.4,33.7,30.7,66.8,-1.5,2020
Kentucky,SEC,0.8064516129032258,112.8,95.2,.8755,50.7,45.3,18.1,17.3,30.9,28.5,40.7,32.1,50.4,44.9,34.3,30.7,67.6,5.1,2020
Illinois,B10,0.7,110.9,93.8,.8723,48.3,47,17.9,16.6,35.6,25.7,32.2,23.9,49.6,45.8,30.3,33,66.3,3,2020
Rutgers,B10,0.6666666666666666,107.5,91.0,.8712,48.9,45.1,17.9,18.9,32,25.4,29.1,27.5,50.1,43.8,30.8,31.2,67.3,1.6,2020
Iowa,B10,0.6451612903225806,117.2,99.7,.8653,51.6,49.4,17.1,17.6,32,29.5,34.4,26.8,51.3,50.3,34.7,32.1,70.1,3.3,2020
Florida,SEC,0.6129032258064516,112.6,95.9,.8640,52.1,47.9,17.8,19.2,31.1,27.4,34,33.7,52.2,47.4,34.7,32.6,64.9,0.2,2020
Marquette,BE,0.6,114.0,97.4,.8585,51.6,46.8,18.9,15.1,30,26,39.2,34.9,46.9,46,38.2,32.2,70.8,1.2,2020
Virginia,ACC,0.7666666666666667,100.0,85.6,.8561,46.9,43.1,20.1,19.3,26.4,23.2,26.6,21.6,47.8,42.5,30.3,29.3,59.4,3.8,2020
Wichita_St_,Amer,0.7419354838709677,105.2,90.2,.8550,47.1,44.4,17.9,20.1,31.7,24.1,33.7,38.4,45.8,43.9,32.8,30.2,69.4,1.9,2020
Indiana,B10,0.625,108.1,93.3,.8443,49.3,47.9,18.3,17.8,32.4,24.5,39.2,32.6,49.5,47.6,32.6,32.2,67.9,1.9,2020
Oklahoma,B12,0.6129032258064516,108.2,93.4,.8441,48.2,46.7,16,16.7,23.4,27.4,31.3,19.7,48.6,44.2,31.8,33.6,69.7,2.1,2020
Utah_St_,MWC,0.8125,109.3,94.4,.8435,51.8,46.4,18.2,17.5,30.7,22.4,36.3,26.8,53.3,44.9,32.9,32.3,67.5,1.2,2020
Auburn,SEC,0.8064516129032258,111.1,96.1,.8416,50,47.1,17.9,18.7,35.3,27.4,43.8,33.9,53.3,46.2,30.6,32.5,69.3,4.6,2020
Xavier,BE,0.59375,106.4,92.2,.8392,49,46.4,19.8,18.6,32.2,27.6,30.9,28.9,50.2,46.7,31.2,30.5,68.1,0.3,2020
Saint_Mary_s,WCC,0.7575757575757576,114.0,98.8,.8384,54.2,50.8,14.9,17.7,25.1,23.6,30.8,28,51.9,50.7,38.8,34,63.8,2.8,2020
Colorado,P12,0.65625,108.9,94.4,.8379,50.5,46.9,19.2,19.4,30.3,23.9,36.2,26.1,49.1,44.8,35.1,34.2,68.1,0.7,2020
LSU,SEC,0.6774193548387096,118.3,102.5,.8379,52.7,49.4,17.6,16.6,35.1,28.5,35.4,26.4,54.7,47.8,32.7,34.5,69.9,0.9,2020
Syracuse,ACC,0.5625,113.5,98.6,.8345,50.5,48.3,16.5,20.3,29.6,32.2,35.7,30.2,51.4,48.3,32.9,32.2,68,-2.7,2020
Stanford,P12,0.625,104.2,90.7,.8316,53.5,45.6,20.7,22.5,22.1,27.8,31,31.8,52.1,46.3,37.3,29.6,68.1,-1.5,2020
North_Carolina_St_,ACC,0.625,110.6,96.5,.8270,50.8,47.8,16.9,20.1,28.8,30.9,28.5,35.4,52.6,48,31.8,31.6,69.5,-0.5,2020
Richmond,A10,0.7741935483870968,108.5,94.9,.8247,53.5,47.7,15.6,19.9,22.6,26.3,27.8,30.2,53,49.1,36.2,30.5,69,1.2,2020
Cincinnati,Amer,0.6666666666666666,108.5,94.9,.8226,50.3,45.7,20.2,19.7,32,28.6,39.6,29.2,51.7,43.1,31.9,33.7,68.1,0.2,2020
Mississippi_St_,SEC,0.6451612903225806,113.6,99.8,.8159,51.5,48.1,20.6,17.1,37,28.3,39.5,31.6,51.9,48.8,33.6,31.2,66.1,-0.5,2020
Saint_Louis,A10,0.7666666666666667,106.6,93.8,.8123,50.1,46.1,18.8,19.6,34.2,25.2,39.8,36.6,49.7,44.5,34.2,32.4,67.5,0,2020
Georgia_Tech,ACC,0.5666666666666667,103.6,91.3,.8103,49.8,44.6,22.9,19.3,29.2,28.9,34.8,35.7,51.2,45.7,31,28.3,69.9,-1.9,2020
Arkansas,SEC,0.625,108.9,96.1,.8083,50.9,47.3,15.9,22.1,21.5,31.4,42.5,40.9,51.5,50.5,33.4,27.2,71,-1.3,2020
Oklahoma_St_,B12,0.5625,107.2,94.7,.8065,47.8,46.7,19.4,20.6,29.5,29,35.2,33.1,48,48.3,31.5,29.9,68.3,-0,2020
Washington,P12,0.46875,105.5,93.3,.8048,50.4,44.1,21.3,19.3,27.4,31.8,37.9,31.4,51.4,42.4,32.5,31.2,69.6,-5,2020
Notre_Dame,ACC,0.625,111.2,98.5,.8007,50.4,47.5,14.2,16.8,26.9,28.1,25,19.7,49.4,45.8,34.5,33.7,68.1,-1.1,2020
Connecticut,Amer,0.6129032258064516,108.6,96.3,.7999,47.8,46.4,19.9,21.9,34.1,29.4,34.6,34.6,47.4,45,32.4,33,68.3,-2.2,2020
USC,P12,0.7096774193548387,103.6,91.9,.7991,49.5,44.6,20.4,18.1,30.6,27.9,35.4,28,48.1,43.1,35,31.3,69.1,1.8,2020
St__John_s,BE,0.53125,106.7,94.7,.7987,45.9,48.2,15.1,22.7,30,31.4,30,36.2,44.9,48.7,32.1,31.7,73,-2.5,2020
Arizona_St_,P12,0.6451612903225806,106.1,94.4,.7938,48.8,49.1,17.9,22.3,26.5,28.6,32.4,34.2,49,48.8,32.3,33.1,73,0.9,2020
Alabama,SEC,0.5161290322580645,111.4,99.2,.7925,52.2,47.9,19.1,18.1,29.7,31,36.9,35.8,52.1,48.4,34.9,31.2,74.7,-3.8,2020
Tennessee,SEC,0.5483870967741935,107.3,95.5,.7913,48.8,45.9,20.5,19.6,30.5,30.1,37.3,35.3,49.9,44,31.3,33.1,65.1,-2.1,2020
South_Carolina,SEC,0.5806451612903226,105.5,94.0,.7912,48.6,45.2,18.1,21.4,32.1,28.6,36.8,53,49.5,45.7,31,29.6,72.9,-2.5,2020
Memphis,Amer,0.6774193548387096,100.1,89.2,.7903,49.7,41.2,22.3,20.2,30,29.4,39.9,35,50,40.7,32.9,28,73,-0,2020
Northern_Iowa,MVC,0.8620689655172413,111.9,99.8,.7874,54.8,48.5,18.6,15.6,28.9,22.5,27.6,25.8,52.6,47.2,38.6,33.7,65.7,0.9,2020
Rhode_Island,A10,0.7,105.0,94.1,.7798,46.9,47.4,16.4,20.9,30.4,28.6,37.1,28.5,46.7,49.1,31.5,29.7,71.2,0.5,2020
San_Francisco,WCC,0.6666666666666666,108.1,97.0,.7779,51.3,50.2,17.3,18.5,29,24.1,29.4,31.9,52.2,47.7,33.5,37.6,68.8,-2.4,2020
VCU,A10,0.5806451612903226,104.9,94.1,.7773,49.7,48.1,17.8,24.5,27.5,30.1,33,35.9,48.4,46.8,34.6,33.7,69.2,-3.6,2020
Texas,B12,0.6129032258064516,103.3,92.7,.7762,49.9,46.9,20.5,20.8,26.7,32.2,22,35.3,49.7,46.3,33.5,32.2,65.9,1,2020
North_Texas,CUSA,0.6896551724137931,111.6,100.3,.7726,55.3,49.8,20.6,20.7,29.3,27.7,29.4,38.8,54.6,47.8,37.5,35.5,63,-3.5,2020
Davidson,A10,0.5333333333333333,113.1,101.7,.7725,53.4,49.4,16.5,17.2,24.6,24.8,31.5,32.7,52,49.1,36.8,33.2,64.6,-5,2020
UCLA,P12,0.6333333333333333,109.6,98.6,.7712,48.4,50.9,19.5,19.4,34.5,25.4,37.6,35.2,48.4,46.9,32.2,38.3,64.9,-1,2020
Clemson,ACC,0.5161290322580645,103.8,93.5,.7703,50.1,48.3,18.5,20,23.3,24.5,28.9,28.7,52.6,47.9,31.5,32.6,66,-3.3,2020
Louisiana_Tech,CUSA,0.7857142857142857,108.5,97.7,.7701,53.3,47.2,18.5,20.7,30.2,26.8,29.3,32.6,53.3,47.4,35.5,31.3,66.4,-1.8,2020
Yale,Ivy,0.8214285714285714,107.8,97.8,.7549,53.8,46.5,18.5,16.6,25.8,21.3,31.2,25.7,52.7,46.9,36.9,30.6,67.3,-0.4,2020
Tulsa,Amer,0.6774193548387096,102.2,92.7,.7541,49.6,46.7,19.7,21.5,26.3,28,39.8,28.3,50.3,48.2,32.2,29.9,65.8,-1,2020
Georgetown,BE,0.46875,110.2,100.1,.7506,49.1,50.8,18.9,18.8,32.5,28.7,33.9,26.6,47.8,48.1,34.6,36.4,70.1,-2.7,2020
East_Tennessee_St_,SC,0.967741935483871,107.1,97.3,.7504,53.5,49.8,18.2,22.4,31.8,26.2,36.9,33.1,55.2,51.1,33.9,31.7,66,2.5,2020
North_Carolina,ACC,0.42424242424242425,108.2,98.3,.7497,46.4,49.1,18.1,16,35.3,24.2,33.5,29.2,46.8,48.2,30.4,33.6,70.3,-5,2020
Liberty,ASun,0.9375,105.6,96.0,.7494,54.4,45.6,15.2,19.4,23.9,21.3,32,28.6,55.7,45.9,35,30,61.3,-0.3,2020
Nevada,MWC,0.6129032258064516,110.1,100.2,.7476,52.9,47,16.7,15.2,25.2,24.4,28.3,36.5,49.5,48.8,38.3,29.8,71.1,-3.7,2020
Texas_St_,SB,0.7,106.7,97.3,.7421,48.9,46.9,16.6,21.2,29.6,29.8,35.2,39,49.4,46.2,31.8,32.1,65.2,-4.9,2020
SMU,Amer,0.6333333333333333,113.0,103.3,.7375,52.1,49.2,19.8,18.7,34.1,29,31.7,28.2,54.7,47.4,32.3,34.4,64.7,-2.5,2020
Akron,MAC,0.8275862068965517,107.9,98.8,.7342,51.7,45.9,17.9,18.4,27.4,29.2,35.5,29.1,49.6,45.2,36.2,31.5,69.4,-1,2020
Oregon_St_,P12,0.5806451612903226,110.5,101.4,.7302,51.6,49.4,17.3,18.6,26.5,29,38.8,30.9,53.2,47.9,32.5,34.7,65.8,-2.9,2020
New_Mexico_St_,WAC,0.8620689655172413,107.7,99.0,.7241,52.7,49.6,20.6,20.9,34.5,21.7,31.9,32,53.4,49.7,34.6,32.9,63.5,-1.4,2020
Furman,SC,0.8620689655172413,106.6,98.0,.7236,54.6,50.7,16.6,23,23.5,28.4,31.6,26.8,57,53.6,34.5,31.2,68.2,-0.8,2020
TCU,B12,0.5161290322580645,105.1,96.7,.7214,49.4,49.3,21.5,21,32.2,29.6,27.1,30.8,46.6,47.6,35.4,35.1,64.9,-3.3,2020
